x,y,label
1.1887836573494672,-0.6984959013582759,1
0.9171351821559965,0.05534692877413759,0
0.46189995877499024,-0.25152129513175636,1
0.21337063364241496,1.1285086706650362,0
0.006213250872042414,0.29748980571813416,1
1.9938929174028475,0.10876926649821883,1
0.4716689295035861,1.1550631535807736,0
1.097487970105487,-0.13760879629376405,1
0.40943472126868535,-0.554337685972653,1
1.3309846225810973,-0.4041275773988773,1
0.21169267818185467,0.7465910390914187,0
0.3299437217309704,0.13285293398013762,1
0.32634006086065703,0.9168724807937878,0
-0.5433795452780295,0.8007946336038125,0
-0.6052097219567149,0.7702503977130797,0
1.379039752425738,-0.7530925768339145,1
0.45926969095194875,0.9906264617294332,0
0.6955164354394722,0.9551437907583514,0
-0.0538400914717022,0.9358293251222723,0
0.14862776935701272,0.1562258644626496,1
-0.340818539580077,1.0408277037694802,0
-0.9228552110079801,0.64004852119381,0
1.7563712599146388,-0.5515039631821974,1
-0.0734268462979373,0.4497108516674218,1
1.2110398965237676,-0.44002985198944367,1
0.9389840220374629,-0.3337714233063185,1
-0.8511249509239505,0.5055949437931617,0
1.7409541823863004,0.5193673040043036,1
-0.3664068906974139,0.6406758128085386,0
1.9010121746874487,0.019195787946382135,1
1.6775208914522763,-0.4979331759669827,1
1.3400672873725206,-0.4017788482314385,1
0.24099212523661087,-0.03890783673725779,1
-0.7291344220420614,0.9159043146142363,0
1.9714471771734414,0.5205942405750352,1
0.78226553567821,0.5353144427488217,0
0.07255942260380895,0.37496741055118116,1
0.7667498176201409,0.6751221810094008,0
2.0898909531421266,0.0345710678182124,1
0.9702470595367874,0.7075408978695309,0
0.10973178135752443,0.05901395548924521,1
2.006892828091137,0.2282532916556374,1
0.36847575770954616,1.0301942207200183,0
0.7810382539995737,0.7806745131879025,0
0.5559561932820025,0.8021320741612403,0
1.705560685492865,0.1954561462395526,1
0.041313694138256384,0.3534376208198986,1
0.10476034551255098,1.2153226559881076,0
1.7924942442525715,-0.11396233727375332,1
-1.1416446670086557,0.021340345894823295,0
-0.22618732437861172,0.34067343190859956,1
-0.8921922204669105,0.3225466299987899,0
0.6869502887713265,0.21046653278900362,0
1.7952308517343136,-0.5149758800918294,1
-0.8160592986300789,0.5932709444444492,0
1.0047613430633797,0.5218733586078446,0
-0.45412320228288405,0.9897134635107877,0
-0.9363881622598124,0.519483249588193,0
0.5868561498828924,0.8224452827168862,0
1.908154021711584,0.4165796338980365,1
-0.4348200211601146,0.9995591470532563,0
-1.1223960562400612,0.4151139753047972,0
0.301349217841492,-0.3996585977942394,1
1.9344647351798463,-0.20745038276939823,1
0.11393108170259182,-0.05875619700778413,1
1.301666859446326,-0.7079678631643515,1
0.9890828508174495,0.023622456435818763,0
1.2161831625777828,0.13733225626439988,0
-0.9466118765762127,0.36273504367943554,0
0.06143851503142373,1.0440337345634003,0
-0.6485390523271095,0.7005651011458894,0
1.1630928025384053,0.20306045594346825,0
-0.807340342396319,0.19351158139025862,0
1.3271284516361104,-0.49892016028321484,1
-1.1455903835254637,0.14785215207254554,0
1.1021476042667995,0.41039075393557956,0
-0.9507103518454671,0.7360277932305941,0
0.9853866729722489,0.21121477473595263,0
1.930151167955331,0.12996372312316104,1
0.8178063766132893,0.5519441754685764,0
-0.7469225891602258,0.5262280487255778,0
-0.24152818270297827,1.1141548636541747,0
-0.1896346541657316,-0.10231804581309374,1
-0.09178291446928852,0.09089668587084507,1
0.5650114824908696,0.7339297357785738,0
1.5854406300190282,-0.5190110660290947,1
-0.014363311458568846,0.37625811392668596,1
1.0136980758355456,-0.6049970020987054,1
1.370987250967311,-0.34959986499444784,1
0.11031752302511838,-0.0007839652849040979,1
-0.8595990613213418,-0.08347146799620238,0
0.6350294813264105,-0.2677301254784358,1
0.20257263735723297,0.7369691227166277,0
0.7468852273795236,0.4146558267193326,0
-0.4038528878889236,0.7295246371327071,0
-0.49914718894761484,0.5836260467210586,0
-0.34561227452338134,0.8669532013012033,0
-0.36108918491432374,1.2266012618443811,0
0.9392750876706506,-0.7879977289135295,1
-0.7991729527798948,0.7330214642348328,0
-1.1240581548950825,0.21051407024648267,0
-0.10175996954346708,0.14271742674997362,1
1.8472150488623527,-0.25645040513421224,1
0.8055155978001968,-0.40732336446693784,1
1.1238791434906563,-0.4488196546040359,1
1.692484891315722,-0.343640821699508,1
2.0147287019679356,0.19327455620614875,1
0.21182479774350155,0.13279247399870797,1
-0.7724620184486507,0.5698753520335841,0
0.8496922540620138,0.019369070224822982,0
0.567168333796638,0.7643361434691213,0
1.6866192425186068,0.024141948291592413,1
0.4572094619301865,-0.3159528223498932,1
0.686505006414458,0.8150756670261499,0
0.9962088102324682,0.6283185061908044,0
0.9366488583943853,-0.365797229681073,1
0.9159064695864493,-0.5587417713225128,1
0.5434067056334325,-0.3979879995179811,1
-0.6565034140139075,0.7929567453393778,0
0.016645270337827523,0.6975480166716981,1
0.8690955355782466,-0.3723998284617885,1
-0.4405082233987555,0.7766220632027224,0
0.37544408517907113,0.8833282836483746,0
2.1940809152549337,0.0021958873313479566,1
0.9342896903983524,0.7784133709423969,0
-0.6140361997239813,0.7348008464108113,0
0.5245879567634091,0.6791200620563265,0
-0.37181705178783714,0.614027745761016,0
2.079366956974083,0.30070972636054166,1
1.939211519392438,-0.23776904999751305,1
0.9187172883668915,1.026178553595303,0
0.9894054865740974,-0.5799449877596129,1
-0.8792533162164475,0.403974517060379,0
0.8434335790746511,0.13215315584907228,0
1.5667225550807655,-0.26039422598004136,1
1.0659784034076976,-0.3609246549308999,1
-0.30796830828026883,0.2615751736707503,1
1.609704391536832,-0.1609891062288848,1
-0.7260955160415388,0.7830548145704593,0
